Tweet,Text Label
I figured so  but I went with the obscure Peter Sellers nod. Me = nerd.,Non-Bullying
Damn  last tweet was for you :P,Non-Bullying
ok  I like this one...damn I wish we could these here in Oz...ROCKMOUNT FLEUR DE LIS SHIRTS FOR MEN...get the black/silver one,Non-Bullying
#NAME?,Non-Bullying
- sucks for you man. @JennJaye took weeks to get over her latest illness.,Non-Bullying
- I agree. No More SteveNotes. Damn!,Non-Bullying
ah damn...my linksys is v.5  won't work with Tomato.,Non-Bullying
Lobsters and ligatures? Are you a Portland-area type nerd  then?,Bullying
fuck yeah!,Non-Bullying
 touche (i hate getting SHUT DOWN. I guess that's what I get when I pray for humility.) at least I am a better student t ...,Bullying
damn I should check twitter in the morning I guess  I would have known how bad out it was thanks to you! Yet I fell on myass,Non-Bullying
So  it seems you are an attn whore.....no comment. ;-),Bullying
posted the fat man version to the beyonce song.,Bullying
 Bitch  you wish. Keep dreamin... =],Bullying
ahah! and i'll say exactly what i'd say to him: "bitch make your own!" i kid:P,Bullying
lol i think she's a huge bitch BUT she's good at what she does and is entertaining at times :),Bullying
AH! i was too! I hated that bitch. I want Bob or Sugar to win:),Bullying
damn I was also going to say that the girls might be shopping at linens n things,Non-Bullying
How are you "fat" if you have a fairly chiseled face in your pic?,Non-Bullying
I prefer women to be fat in other places  anyway.  Fat toes and earlobes are so cute.,Bullying
I hate taking pic's. How do we know that your pic isn't stolen from a super model? LOL,Non-Bullying
nigella is a bit of a tease I reckon  imagine how fat you'd be stayin at hers,Bullying
well i have other people following me outside of blogtv kiddies. i don't want to piss them off :-(,Non-Bullying
Awesome. I make pretty good waffles  but can't make pancakes to my own satisfaction. Too damn picky about them.,Non-Bullying
I missed that?? damn!!,Non-Bullying
twinface it's ATCQ...your drunk ass can't type lol,Bullying
it's a board game: http://tinyurl.com/8fv8hh - the instructions were so damn complex  that i missed a whole bunch of stuff,Non-Bullying
there only a few shows i really look forward to seeing.  i hate when they put a reality show on instead with no warning.,Bullying
Compared to Eeyore and that stupid bear and that demented pig? I think he&#8217;s fine.,Bullying
"See  I had to google ""cloved lemon SCA"" to figure that out. 

(Fat lot of good my Medieval History degree is doing me these days.)",Bullying
  Hairballs  I hate those things...,Non-Bullying
Who owns one - I just fix 'em! Hate it when electricals go to Hades.,Bullying
totally sucks for him to go out like this,Non-Bullying
unnecessary.  pain in the ass.  too much effort.,Bullying
damn ecoterrorists! he shoulda just rented a helicopter  better for the enviroment anyways.,Bullying
Damn  that's a short movie.,Non-Bullying
Yeah i'm with ya...I hate to see guys get hurt  but it's a little easier when it's Roth..if only it had been Ward or Polamalu,Bullying
Yeah  especially if they're those big-ass soft pretzels. Those things are the bomb-diggity.,Bullying
just read the archive artile on your old site. love the jones comparison. how much hate mail did you get?,Bullying
i forgot 2 call in gay 2day too! blast!,Bullying
We miss you back. My Haiku: Famous Dickenson  Exactly Why - I'm not sure. Her poetry sucks.,Bullying
He was just being a dick in H CoT4  his attitude caused wipes  which made him a bigger dick. It was a vicious circle.,Bullying
hah!!! sucks being in canda! Roland  we have bright sunny skys,Non-Bullying
Yeah  I guess so... God  I hate them. You like the show  too?? Yay!,Non-Bullying
twitter's bugging like shit. my tweets stay on top while your guy's updates underneath. this shit is gay.,Non-Bullying
How you gonna call me a hater? I'm entitled to an opinion and that opinion is SB sucks hog ass. Don't give a f!@k about it,Bullying
.... nerd.... but I'm glad you are... when you get a chance can you update mine.. ha,Non-Bullying
heard there were 2do fairies tht come & do ur 2do list if u put a list by the freplce (kinda like leaving cookies 4 the fat guy),Bullying
i got the 8330 bigger keyboard I got fat thumbs,Bullying
well hate 2 tell ya it may b 2 late 4 @davidpatterson3 mayb he should stay @ church all day :-),Non-Bullying
yo... you should have another show tomorrow cuz we had to record the past two days... damn albums...,Bullying
I think it'll suit him. Just hate waiting for movies to actually come out :(,Non-Bullying
Little kids. I love em. School aged kids...NO THANK YOU! Especially not these grown ass kids nowadays! *smack* LoL.,Non-Bullying
ok  i can't believe i just told the haters on Momlogic to kiss your million dollar ass.,Bullying
oh gdnss  jus saw vlog. WOW  I met that fool yrs ago @ MJ restaurant DC.  What a loser!,Bullying
I was trying 2 use it the other day also & had the hardest time. I said fuck it &just called the person. It wasn't working.,Bullying
Yeah I was just saying that. Why did CNN decide he would be a good move? He sucks!! I try to support but I can't.......,Bullying
We loovveee chicken.  Damn i do also so I really shouldn't complain.  And since I found the chicken i am in a better mood.,Bullying
mmmmmm cookies.... sorry had a fat moment lol  whats up?,Non-Bullying
I hate when I do that... or think I set it for AM when I set it for PM... lol,Non-Bullying
OMG  if your age is 58  i'd hate to know mine.....,Non-Bullying
Like you had any damn good liquor in the first place  cheap heiffa! :op,Non-Bullying
social network whore!,Bullying
why do i hate DMs? so many reasons... one is: you can't send them to someone if they're aren't following you. what a pain that is! :),Bullying
another reason I hate DMs is:  they ring in on my SMS even though they are often lame ads  and not urgent for the sender  nor myself!,Bullying
I responded and asked you  but yes it does vary. Some think gay marriage is immoral. I think those people are bigots.,Bullying
And how is more "traditional" marriage  threatened by gay marriage?,Non-Bullying
I hate you with the hate of a thousand hates. ;),Bullying
I am bored as well; damn work,Non-Bullying
Now wait a second mr fanboy. You cant judge it without seeing it. You already think it sucks and its not even out.,Bullying
Clearly  manufacturers rarely use common sense to make customers happy  when they can easily just piss you off and make $$$$,Bullying
That really sucks I'm sorry. I'd get shitfaced with you but I'm stuck up here on the plateau.,Bullying
Fuck no  I don't feel silly. I worked hard for that.,Bullying
and it's a damn fine one.,Non-Bullying
wow  bang bros was the ish...haven't watched it for a while tho! :). damn  now I wanna see that! LOL,Bullying
damn  prolly not! Now  I wanna know! LOL,Bullying
Well  DAMN...Thanx For NOTHING!,Bullying
listen to u...who's the FREAK now? LOL,Bullying
hmmm...I had a feeling bout u! but Damn No Label?? wow,Bullying
damn  it's a collection too? U freakin tease! :(. I gotta couple stacks on it!? LOL,Non-Bullying
you COULD be jobless! Praise God for it! despite how much ya hate HOW it comes at least it's coming IN rather than OUT. LOL,Bullying
Ohhhh  jeez. That sucks... I hope she gets well!,Bullying
I don't have a damn clue what you're talking about. I'm just now on Better Halves.,Bullying
pussy!? :),Bullying
wait...92 mill!? i thought you said 9...god damn that's alot of money!,Non-Bullying
dang...i need to stop eatting cheese. Damn you kraft!,Bullying
Oh jeez  I had mercifully forgotten about fatman.  Should have been "assholeman-who-will-piss-everyone-completely-the-fuck-off.",Bullying
baby  don't hate me. http://bit.ly/nc2u,Non-Bullying
that sucks!,Non-Bullying
Sorry man  hope you stop ass bleeding soon. (wow that was awkward just thinking about it),Bullying
Jesper wants a big fat 60-day ban on MTF,Non-Bullying
http://twitpic.com/t9za - Hahaha! that looks so emo...poor guy thats y i prefer drums,Bullying
I guess that song represents Bono's "dark" period. Fuck saving them. Be happy with your wealth.,Bullying
I always respond to that use of gay by asking if the subject really is "fag-o-licious".,Bullying
I hate nearly everything about the first two HP movies.,Bullying
George Lucas' Guide to Sucking Cock?,Bullying
Yah  after more tries than I want to cop to. Damn static in my place is making the laptop jump all over the fookin' place. AUGH!!,Bullying
Yah  you'd think I'd lose some FAT doing' all this shovelin'. But I guess eating brownies when I'm done negates something! Hah,Bullying
I had no clue...Damn  Homie!!!,Bullying
Damn! Break me off some bread!,Bullying
damn Dame lil Magic need some signings... He love Boobie,Bullying
Man!!! You got out that garage hit them stairs so damn fast!!!!! lmao!!! Im like look at this nicca... lol..,Bullying
thanks. he's doing better  stable for the moment. Hoping the industrial strength antibiotics will do the trick. Still sucks.,Non-Bullying
Seriously! 'Oh Great  a giant American flag! WTF are we supposed to do with it? Fuck it  send it to Price is Right',Bullying
@nakedbard I always hated when people bought practical things like carpet or knife set. BUY THE FUCKING DALMATIAN PEOPLE!,Bullying
http://twitpic.com/vkky - Those are kinda cute...I like leggins for the most part but I can't stand them damn stirrup pants  ...,Non-Bullying
lulz.  Life sucks today.  No happy people (authentically happy  at least) or Aveda to visit.  Jay's cousin is here though..yay?,Non-Bullying
You know damn well your boss is going to leave early.  When the mouse is away . . .,Bullying
Don't you hate that. Any idea how they got your password?,Non-Bullying
My blog sucks.   No direction.  It is just that I'd rather write about what I'm interested in than keeping to a theme :-),Non-Bullying
"It was not fun
a bolt flew of the trucks tire and hit my windshield. Cracked the fuck of of it.",Bullying
I missed you again  damn it.,Non-Bullying
Damn must get ready for work...*loves* I miss U,Non-Bullying
sweet but no hurry  I know you are kick ass busy. Also it isn't het...,Non-Bullying
I hate you,Bullying
that sucks =( =( i'm sorry *hug*,Non-Bullying
that sucks! I hope you feel better soon *hug*,Non-Bullying
im not sure if i should taunt you with how awesome it is  or say im surprised it took this long to get snow hate twitters,Bullying
omg i would shop my ass off but that's because i have like zero long term goals :(,Bullying
Better than that shit ass falafel box you eat once a week  I'm sure ,Bullying
@jawkdna Coke sucks  Pepsi rules.,Non-Bullying
facebook is better than twitter  I have mine linked tho lol. make your facebook not hate me!! it won't let me see your page :(,Non-Bullying
thank you  she's such a big baby. lol But such an incredible dog. hate to think of life without her pain in the butt self,Bullying
...I mean damn...did you eat yet with all that talk!?! lol,Non-Bullying
it really depends on the situation but when I get mad I just call old girl up and get the freak on,Bullying
Girl! That. Damn. Commercial. !!!,Non-Bullying
Girl  UnSung has had me riveted all damn night. Been recording them and everything but I'm sitting up watching. They are so good!,Non-Bullying
Take Ur ass home,Bullying
Hmm that's a tough call. Honestly there are so many diff apps I toy with that I can't pin it down. I hate the stock today screen,Non-Bullying
still snowing like a bitch here in Tijeras.,Non-Bullying
What's goodie Jamz! ROTFLMAO @ the fact that T-Pain's singing damn near gives u seizures!,Non-Bullying
oh that sucks :(,Non-Bullying
you are a push up whore...one day it may save your life.,Non-Bullying
HAHA...emo lawn.  I dig that!,Bullying
lol...i disagree...Dick in a Box got too built up for me. It's funnier now...but it wasn't when I saw it. :-( jiz in my pants rocks!,Bullying
Jamaican  Oh shit  I done started something. My great grandama is Jamaican & I am yell so I can't trust my damn self. LOL!!!,Non-Bullying
on dude......a whale remember,Bullying
i am doing no such thing fuck you,Bullying
Yes its a link to an article posted on FF. did the link not work for you? Maybe u have to be on FF? That sucks. Let me know!,Non-Bullying
What the heck is wrong with the Bills.  They are tanking at the wrong time.  This sucks.,Non-Bullying
damn. and now we got all the snow  everythinnn was fixed back to normal.,Non-Bullying
alright  i can take the blame i guess.. just because you're so damn awesome,Non-Bullying
You didn't imagine it. It was the "get away from her you bitch" climax scene being parodied.,Bullying
we could call it nerd land and charge ppl 2bits a gander :),Bullying
yeah  fucking predictive text,Bullying
you mean there's no bathroom fairy that cleans my bathrooms? UGH! I hate it too!,Non-Bullying
People need to be more open minded and excepting of others beliefs. Merry Christmas is to speard joy  not hate.,Non-Bullying
omg I know  everyone tells me I'm a twitter whore  lol,Bullying
Yeah  she did this huge ass rant to me about how i'm going to die alone and how i'm going to regret ever breaking up with her.,Bullying
" i think it's entirely appropriate! fuck it. haha
and big kisses to you too  doll!",Non-Bullying
 doll  you know i'm fucking feelingggggg you!  thank god you'recoming this weekend so it forces these fuckers to get on it.,Bullying
 DUDE! let's make some fucking art!!!!,Non-Bullying
"
i don't know how to pronounce it  but it sounds like fucking jersey!",Bullying
"
are you really moving?
fuck xmas!  give and receive presents whenever feeling presentyyyy &lt;3",Bullying
Yeah  they seemed to have fixed most of the fail whale problems.,Bullying
that's a shame. It's damn good.,Non-Bullying
cucumber sounds masculine enuf to me. Can name it "cum" for short.,Non-Bullying
Hell yeah the drunker the better...is drunker a word..more drunk? I think its more drunk? Fuck it our show is hood. drunkener,Bullying
fuck no  I don't want to be PM or even a politician. I'm just tired of getting anally raped without any lube.,Bullying
seriously. We're fucking SOFT in this country. The French wouldn't put up with this shit.,Bullying
 pissed off? I'm ready to go Mumbai on their fucking asses. We're too soft. We need to start blowing shit up.,Bullying
ROFL! You got me. Monkey would totally kick Bruce Lee's ass. I bow down to your superior wisdom.,Bullying
I wonder if can write "Kevin Rudd Is A Cunt" for the next 30?,Bullying
they won't let us live anywhere without coming up our ass. I want to move  now ):A,Bullying
great :P that lady is a cunt  that serves me right for getting excited over something,Bullying
FUCK YEAH RYAN ROSS. il his lyrics way more than wbeckett's tbh  i donut care if they make no sense. BTW rolling stone FAILS.,Bullying
fuck u asshole we aint even watchin the game shyt we slda goten closer so i cn c betr.how r those cheerleaders 4 ya,Bullying
ud lyk it if they suxd ur dick.bt id kill them rit b4 i killed u.,Bullying
hes goin dwn!we cld kick his ass n dominate him,Bullying
maybe he sldnt cum out in his mofo boxers n dance around hes guna b jumpin around n his junk fall out,Bullying
damn girl..how sad is that..shame on that wack-ster!!,Non-Bullying
yeah..what is it that u called me? "ass clown" LMAO..i was like uhhhh welllll then hahahaah,Bullying
Ohhh I hate snow days because then we have to make them up later.,Bullying
Ohh I feel for you  I would hate to go until mid June. We get out the 3rd week in May.,Non-Bullying
WOOT!! 8 pounds is AWESOME! YES  you can! 1 pound at a time... I need to get my ass in gear ;),Bullying
that is too damn cute!!,Non-Bullying
damn  why don't all harem leads shout that  kouhai~? would be interesting the resulting chaos,Bullying
@icystorm I think the thing to note here is that everyone has an emo phrase re: romance in high school and eventually it blows over,Bullying
What happened in '93? (Also  I would have accepted "29-5-4 bitch"),Bullying
Sure glad you found something better to listen to. Would hate to hear you make the news "that" way,Bullying
Awesome...Love it or Hate it...An Atmospher of Change...is HERE,Bullying
what do you hate?,Non-Bullying
Top three tips: 1) scan updates  2) pay more attention to @ replies and 3) set time limits before it sucks your day! ;),Bullying
FUCK YEAH.,Non-Bullying
I find the exact opposite to be true.  I can review a book I hate in fifteen minutes.  Good books take hours.,Bullying
hey  is your blog snowing? How cool is that! either that or my computer is just about to freak out... ;),Non-Bullying
ha ha... there are times I just think I should be kicking my own ass... although there could be some advantages to being there?,Non-Bullying
ok I think you are on the right track. just hate to see someone who is bright and motivated trip up on the details. its a curse,Non-Bullying
that's the coolest damn thing yet! Have you put it on your own website yet? Its a pretty simple ap  just don't use huge pics,Bullying
Yeah  I was teasing Dad  he got a new snow blower  and I said as much as I hate rain  I don't have to shovel it  get home and SNOW!!,Bullying
 OH AND!   that guy in dark knight totally was wearing guy liner... he's gay!,Bullying
 Because they are FUCKING DUMB and annoying,Bullying
Damn how u burn spaghetti?,Bullying
- Oh  yikes!  I hate that.  Will she willingly use the toilet for it?  My boys won't.,Bullying
I'll take a stab...send me a DM...I do this somewhat professionally on the side (former English major nerd!),Non-Bullying
She says i have gubgivits? teeth thingies and she stole more blood. every six months with the blood stealing it sucks.,Bullying
will ferrell can suck my dick. go on yim!!!,Bullying
church can also suck my dick.,Bullying
seriously. so precious. I laugh every time i think of Nate rocking out to that shitty ass band.,Bullying
I may hate you a lot right now. Please die? :D,Bullying
hahahahahahjdshgskdg I hate you. So much.,Bullying
my job has made me feel like a tool so i am trying to change how i consume things. fucking cvs.,Bullying
I really like it too.   I don't know why a lot of people hate it.,Non-Bullying
Your computer gave my computer an STD! Your computer is a whore!,Non-Bullying
holy fuck. i would just make pasta or something if i were you  that is ridiculous.,Bullying
if you're going to have to spend that much for a fucking pizza  at least go to mellow mushroom or somewhere not disgusting.,Bullying
DAMN YOU!!! Kay commercials kill me every time! GRR! :P,Non-Bullying
Frankly  I'm shocked that they use coal at all around here... HELLO!!! Hydro anyone? There's a fucking OCEAN right there!,Bullying
work on this glorous sat. with this crazy ass shoppers,Bullying
what happens when you run out of Word of the Gay words. :),Bullying
i think we should give the creater of the phrase "HOW DID U MET YOUTUBE BITCH" a million dollars.,Non-Bullying
THAT WAS FUCKING EPIC.,Bullying
HOW DID U MET YOUTUBE BITCH?!,Non-Bullying
HOW DID U MET YOUTUBE BITCH!?,Non-Bullying
#humor @charlestrippy because he's the YOUTUBE BITCH.,Non-Bullying
I nominate @PhillyD for a Shorty Award in #entertainment because he's emo.,Bullying
admit it. You're secretly in training for RSA. @beaker who? I can see it now: Cigar  red-bull  and can of whoop-ass. Nice.,Bullying
GET OUT HERE!  :)  come on bro  enjoy some so cal sun!  hate to rub it in  but yes  it's beautiful again today,Non-Bullying
what site did you use for it haha I have to make a blog  we're saying fuck joomla :P for now...,Non-Bullying
lol yeah  I coulda told you that cuz I'm a big fucking dorkass about that movie as wel all very well know :) I actually had a dream,Bullying
stop putting your damn headphones on so I can talk to you...then maybe you wouldn't be bored unf.,Non-Bullying
that sucks. It would have ben fun and you could have had pizza! If it makes you feel any better im stuck home with a tummy bug. Boo,Non-Bullying
don't diet! I'm not trying until Jan then its hardcore dieting for me! And sucks about your boiler breaking :'(,Non-Bullying
meeting friend for lunch/coffee. Getting hair cut (although I hate that bit) and my works do in the evening!,Bullying
yea..brang yo ass down  son :) I'll be @ Essence again...Staying @ the W! (thanxxxxxx Sony woop woop n da poop poop),Bullying
its my guilty pleasure..i hate it but i cant help but watch..*hangs head low*,Non-Bullying
I hate weddings.. u shud be grateful for being male  not worrying about what u got to wear.,Bullying
Dick Whittington's Lolcat: I WAS DOIN CAPS FOR LOLSPEAK  SORRY FER CONFYUSHION :( #twitpanto,Bullying
http://twitpic.com/vk9k - Dick Whittington's Lolcat: NICE SPACE TROUSRS  BOSS #twitpanto,Bullying
lol ok shit i am going to get so fat!!!,Non-Bullying
damn homey. you taking the camera for some hotel reviews?...obvi?,Non-Bullying
twins! we've been watching this one guy  he sucks with a hammer,Bullying
definitely (2). i hate getting stuck if others sit near me.,Non-Bullying
In my next life  I'm coming back as a nerd. Guaranteed. LOL.,Non-Bullying
That baby would be the BIGGEST freak on BOTH sides of the Mississippi...it would come with its own baby BOB probably. Lol.,Non-Bullying
I hate because. Everything in my life currently prevents me from finding any happiness. I need to change everything in my life,Non-Bullying
I dont know y u hate this ad. I loved this ad the first time when I saw it. Something like 'take it back  dude' sort of ads..,Non-Bullying
I think I'm officially a nerd.  &lt;lateral lisp GO&gt; let's go watch battlestar galactica and mythbusters  picture in picture!,Non-Bullying
PETA is an ass in the article  D. Big time.,Bullying
humidity sucks. Makes my hair look terrible  haha  but it more than that  it makes you feel like you don't wanna do crap!,Non-Bullying
canadians always make me think shut your fucking face uncle fucker!   http://kenny.smoovenet.com/grabpics/terrance.gif,Bullying
oh in that case. WTF  thats some ugly ass shit to do.,Bullying
"""midget w/a hookhand hangin off your collar"" IM FUCKING DEAD. BURY ME. D-E-A-D DEAD.",Bullying
i hate people sometimes-today is one of those more than usual days,Bullying
man you love my crazy ass no matter what and its the same this way! Best friends forever b!,Non-Bullying
YES. the thing is big enough for my ass plus another half. its like my parents couch.,Bullying
hahahahahah fuck  awesome :D +faved,Non-Bullying
@shivoo got a get together in the building. Dad's the chairman  so gotta make sure i'm there. Cant describe how much I hate the idea,Non-Bullying
a samosa in the canteen.... damn hungry,Non-Bullying
I was a Firefox addict  but then FF3 started to crash on my Vista machine at work like a bitch so I decided to abandon it....,Non-Bullying
Like  Damn! Iam a cool attractive young woman making moves in NYC  striving for greatness...,Non-Bullying
haha busy  I hate the holidays  ugh.  How have you been man?,Non-Bullying
Lol  its not ruined  I can always delete the partition :)  I don't hate Winblows  I like OSX and Windows.,Non-Bullying
Seriously Cat  16 000?  Seriously? UR a beast ... if there was a bloggin HOF I'd nominate u First ballot... Fuck Perez!,Non-Bullying
well shit then I know I'll catch on ... who the fuck wouldn't be interested in what I have to say.. LOL!,Bullying
lmfao HURRY AND GET THE FUCKING LYRICS.,Bullying
ill settle that bitch down real quick ,Bullying
you work in cape cod. why the fuck am i up so early. argh  stupid cousin &brother.,Bullying
damn! twitpic that shizzle!,Bullying
no YOU'RE amazing... and i'm feeling Fat and Sassy,Non-Bullying
I hate that salt is on my new car,Non-Bullying
thanks for the feedback - i dont hate socialmedian  i think with some adjustments it could work fine,Non-Bullying
I just haven't had one in such a long long time. And that Moby Dick one is AWESOME. That's the best thing I've seen all day.,Non-Bullying
No no...not saying I like NY necessarily  just that I still hate FL,Non-Bullying
Exactly! Damn cops disagree though,Bullying
I used to hate it when I was a kid... but now I love having my name spelled just a little differently! Makes me feel spehshul!!,Non-Bullying
Dick is the defensive coordinator. he is who made their D so great  but even so tomlin is head coach  offense is included.,Non-Bullying
mhmm dick has been doin well  even so  the team overall makes a lot of little mistakes they need to fix. we'd be a whole new team,Non-Bullying
i almost changed the channel after petersen's damn horse collar!,Non-Bullying
I'm now following your twitter.  I agree  the winter sucks.,Non-Bullying
dont hate ur life! =_=,Bullying
dont hate!,Bullying
Damn!,Non-Bullying
that sucks. We need to save $$ for the flight to the inauguration so we're only doing wings tonight,Non-Bullying
Damn you should have accepted them and said your name was @stephbarnard,Non-Bullying
I hate ism's as much as the next guy but when the shoe fits...,Bullying
Oh  conservation you mean! That is a good point.  I admire many socialists but hate their ideals socialism brings with it.,Bullying
I hate that!  We are a family of taking on those no hope cases all the time.  Your heart goes out to them  Peta makes it bad,Non-Bullying
Clearly you hate me :),Non-Bullying
http://twitpic.com/t7y5 - Umm  damn. I'm just sayin'.,Non-Bullying
omg me too. for reals  it's getting outta control.  I wanna get off the pill man  i'm hungry all the fucking time! Lame!,Non-Bullying
can you tell loser tudds to turn his fucking phone on...,Bullying
whoever created chocolate pecan pie  thank. thank you for my big fat ass.,Bullying
if you hate sprint. try jogging. and stop once and while for eggnog.,Bullying
ohh damn I missed him!!,Non-Bullying
i have unknowlingly and unintentionally raised a science nerd.  shall i tell you what you're in for over the next 13 or so years?,Non-Bullying
i have a recipe for pepper cookies which is quite nice..but a royal pain in the ass to make. also  only makes about 10 cookies. wtf?,Non-Bullying
i agree.  i've spent more time in my car this week  than i did during all my summer road trips combined. i hate winter.,Non-Bullying
wht the fuck Ever go get a Life I'm DONE  w/ yr DRAMA  & yr FUCKED up life  & yes go ahead & RT if u rlly don't have a life,Non-Bullying
cont. and you must RT EVERY LITTLE THING someone says  then DAMN do I feel SORRY for you and your friends.,Bullying
 RT this then GO fuck yourself stay the FUCL out of lives and HOPEFULLY you'll die a Horrendous DEATH for all to WATCH ,Bullying
Do you realize your comment on parents dying comes off as a tad insensitive? like a "sucks to be you" comment,Bullying
I've truly been happy with DirecTV for a LONG time. However  Verizon DSL sucks a duck. I'd love to have faster internet.,Non-Bullying
gawd  i hate it when it does that!,Non-Bullying
you won't die in Queens we're civilized here in Queens  hell there's a Starbucks & McDonald's on damn near every corner  have fun,Bullying
That sucks.  Once Dec. 31st comes it'll prob be more awkward huh?  Or maybe not since some people will be gone?,Non-Bullying
You ARE NOT! Who called you that?!? Me and @BethHarte have experience with tag-team whup-ass! C'mon Beth... let's roll. LOL,Non-Bullying
What? Yours WORKS? I hate you.,Bullying
"""hey've just proved how fucking irrelevant they are"" ..By making you go and read them?",Bullying
ever fooled w TwenMax? Saved our ass plenty times. http://blog.greensock.com/tweenmaxas3/,Non-Bullying
 sometimes I hate how contagious US culture is,Bullying
The eyes followng me are creepy. Damn creepy. And that smile makes it worse.,Bullying
lmfao omg that whole podcast fucking rocks,Non-Bullying
cock flavored seasoning?!?!? wtf,Bullying
That depends on if you are dealing with a pain slut or not.,Bullying
You're going to find a woman and tease her to make her have to cum silently at work?,Bullying
Exactly. Poor kids. That damn thing has me watching weird videos on YouTube now. Argh.,Bullying
She's probably saying all kinds of phony shit and giggling like she's 13 years old. God  I hate her.,Bullying
She makes me sick. She thinks she's cool and youthful cuz she watches that show. Phony bitch.,Bullying
The video is kinda gay.,Non-Bullying
Dude! Right?! I'm saying. What is UP with the mass illness this holiday weekend?! Totally sucks  that's what's up...,Non-Bullying
 LOL FAT NIGGAZ UNITE FATRON!!! HAHAHAHA,Bullying
lol man damn!,Non-Bullying
OH. MY. GOD. So damn cute!,Non-Bullying
maybe later when they're all glistening in dairy fat.,Non-Bullying
 That is bad ass  thanks. :),Non-Bullying
Gay men love me. Wait till they all start Twittering each other. They will find the @cheeky_geeky.,Non-Bullying
Your MIL is a brave woman.  I hate that place. I'm glad my boys are getting too old for it now. *shudders*,Non-Bullying
let's be gay together!,Bullying
ha ha  that sucks !,Non-Bullying
@iandrea is a GEEK  not a nerd!,Non-Bullying
muahahaha that super sucks. i just shot ppl to death. eff the time trials takes too much time. only had the game for a day.,Non-Bullying
oh well guess i'll rent oit for like 8 dollars...i hate blockbuster. can't wait for prince of persia when i get paid,Non-Bullying
THE NEW FUCKING GENERAL OF THE WORLD  THAT'S WHAT.,Bullying
hahah word ! their set was off the fucking hezay,Bullying
damn straight you do,Bullying
well mine are double flared  so they are a fucking homo bitch cunt to get out. aggrivation!,Bullying
i told him it was urs but he dint seem to care besides it dosent work its broke...FUCK IM BORED!,Non-Bullying
damn that took a while what a work out lol,Non-Bullying
i love zombie flicks too! i hate horror movies  but bring on the zombies ;),Non-Bullying
damn straight,Non-Bullying
i hate you,Bullying
YOUR vote isn't worth a damn cent ;-) LOL,Non-Bullying
Kurt you're on the most watched tv station in central Ohio  your ass should be #1 already LOL. I'm just cooler than you!,Bullying
a) JTP is a douchebag b) Stewart kicks ass!,Bullying
I cunt wait for u to start shitting out the gifts I sent jew.,Bullying
what is this dick suck moment? lol. HAPPY NEW YEAR,Bullying
WPMU can go fuck itself,Bullying
Im a retard and I know it XD you luvvers me lots tho!,Non-Bullying
I AM NOT!! I cant believe you said that &gt;.&gt; Hate you so much right now,Non-Bullying
totally :D i'm such a nerd :),Non-Bullying
I realized I typed Laughing Ass My Off instead of LMAO XD huahahaha... keyboard-brain-error :P,Non-Bullying
*gasp* I may have to terminate our intarwebz friendship because you hate Anne. *cries* ;),Non-Bullying
Heh  some smart ass recently posted that on the forum I frequent. There were gags aplenty. #thatswhatshesaid,Non-Bullying
Ugh  I've done that more times than I care to admit. SUCH a piss off.,Non-Bullying
When you mentioned bacon candle I assumed it was made from the bacon fat -did you really mean bacon flavoured candle?,Non-Bullying
Damn iPhone  I meant wine and cheese,Non-Bullying
there you go denying stuff again. until Maury clears you on TV w/ an "i aint yo daddy test " your ass is suspect.,Bullying
Really? That's your take away from that crazy ass quote? Really?,Non-Bullying
kick ass!,Non-Bullying
Perhaps I will send you a link to one of my "fat" pictures so you can see what I used to look like. HORROR,Non-Bullying
You? Fat? Never! And you might not be my fangirl anymore after you see mine. Kirstie Alley = Me,Non-Bullying
Awww  thanks. &lt;3 You're pretty damn cute yourself!,Non-Bullying
I'm gonna kill it. I hate how it looks like its going through but actually doesnt,Non-Bullying
Yeah I was following that. That sucks :( Any night with a Dane Cook movie sucks either way though.,Non-Bullying
This week in fuck?,Bullying
I did ur mom last night? Naww I don't like old fat white bitches! &#58390;,Bullying
damn we got BWNT - where you headed tonight?,Bullying
sigh i just got done yappin to calvin and looking at baby pictures. he's still sexy as FUCK!,Non-Bullying
me too lets start with our favorites... FUCK!,Non-Bullying
Frickin turnovers! Dang flags.  SD's gonna beat our ass and Denver is going to blow a 3 game lead. They don't deserve to win.,Bullying
: I totally relate; Love the stuff- hate the process- Personal shoppers or online stores...way to go,Non-Bullying
I meant boo YOU whore!,Bullying
you are such a whore LOL,Bullying
- yep  I'm a real ass. Everybody knows that.,Bullying
- damn! I almost bought those!,Non-Bullying
Yep the syncing is my biggest worry. And no control over the markup sucks. And not good for code snippets. Much to like though.,Non-Bullying
 Wow...so you bought what's fashionable at...gay biker bars!!!  Congrats!!!  :-),Bullying
Hang around Carlos Whittaker some...he'll help you with the hate.  :-),Non-Bullying
You are a marketing freak...I need to hire you as a consultant.  :-),Non-Bullying
506 was damn funny. Although if it's a redirection it should be in the 300s.  :P,Non-Bullying
Hope you feel better  back pain sucks. Get one of those heated massage cushions for temp relief.,Non-Bullying
BTW  that sucks.,Non-Bullying
yeah u are!! Asian ass  embrace it,Bullying
Great photos of the reception! Looked like fun  sorry we missed it. Damn Snowmageddon. :(,Non-Bullying
T'was totally worth missing #hohoto to nerd up the holidays with you. :),Non-Bullying
